ID,LEARNING CENTER,BRANCH SCHOOL,TUTOR,HEAD TEACHER,ONLINE,OFFLINE
1799,Academic Heights Public School - AHPS,POORNASAI COACHING,1,4,3,6
1800,Nri Academy,VIVEK COACHING CENTRE,3,2,2,2
1801,Akshra English Medium School,SKILL WORLD COMPUTERS,3,4,1,3
1802,Sri Chaitanya Junior College ,C L CAREER LAUNCHER,1,2,4,1
1803,S V Defence Academy,PANDITHA SUDHA COACHING CENTRE,3,4,5,6
1804,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,SHINE IAS STUDY CIRCLE,1,1,3,1
1805,Ashwamedha Junior College & Neet Medical Academy ,SHINE IAS STUDY CIRCLE,2,4,2,3
1806,Ashwamedha Junior College & Neet Medical Academy ,JB INSTITUTE FOR COMPETITVE EXAMS,3,3,2,6
1807,Sri Padmavathi Women's Junior College ,JB INSTITUTE FOR COMPETITVE EXAMS,4,3,2,4
1808,Sri Padmavathi Women's Junior College ,DR. LAKSHMAIAH IAS STUDY CIRCLE,4,1,3,4
1809,S V Defence Academy,KARTHIK INSTITUTE OF POLICE COACHING,4,1,4,2
1810,Anjali Junior College,SKILL WORLD COMPUTERS,2,2,4,4
1811,Sri Chaitanya Junior College ,TALENTSPRINT PVT. LTD,3,1,5,1
1812,Nri Academy,BANKERS ADD,4,3,3,4
1813,Anjali Junior College,AAKASH INSTITUTE OF MEDICAL IIT - JEE,4,2,2,5
1814,Sri Padmavathi Women's Junior College ,DR. LAKSHMAIAH IAS STUDY CIRCLE,2,4,4,5
1815,Sri Chaitanya Junior College ,SAIMEDHA GATE COACHING CENTER,2,2,2,5
1816,Anu Vocational Junior College,DR. LAKSHMAIAH IAS STUDY CIRCLE,3,4,3,6
1817,Anjali Junior College,BHARATH DEFENCE COACHING CENTRE,1,4,1,5
1818,Akshara High School,DR. LAKSHMAIAH IAS STUDY CIRCLE,1,3,2,2
1819,Anu Vocational Junior College,NIIT,4,3,3,4
1820,Arunodaya High School,SRI VISWAM COACHING CENTRE,1,4,5,5
1821,Anjali Junior College,ACE ENGINEERING ACADEMY,2,1,1,2
1822,Narayana Junior College,ANALYST IAS ACADEMY,2,3,2,6
1823,Ashwamedha Junior College & Neet Medical Academy ,VIVEK COACHING CENTRE,2,3,4,1
1824,Anu Vocational Junior College,SAIMEDHA GATE COACHING CENTER,3,3,3,2
1825,Academic Heights Public School - AHPS,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),2,1,1,2
1826,Akshra English Medium School,SHINE IAS STUDY CIRCLE,1,1,4,1
1827,Accord School,DAMS SKY,4,1,4,5
1828,S V Defence Academy,SKILL WORLD COMPUTERS,1,2,2,2
1829,Anu Vocational Junior College,VIVEK COACHING CENTRE,3,4,4,1
1830,Sri Chaitanya Junior College ,SAIMEDHA GATE COACHING CENTER,1,2,5,5
1831,Ashwamedha Junior College & Neet Medical Academy ,ACE ENGINEERING ACADEMY,4,4,2,6
1832,Ashwamedha Junior College & Neet Medical Academy ,C L CAREER LAUNCHER,4,4,4,2
1833,SDHR Junior & Degree & Pg College ,ANALYST IAS ACADEMY,2,3,3,3
1834,Ashwamedha Junior College & Neet Medical Academy ,SKILL WORLD COMPUTERS,1,4,4,1
1835,Akshra English Medium School,RADHAKRISHNA EDUCATIONAL INSTITUTES,1,4,4,5
1836,Arunodaya High School,RADHAKRISHNA EDUCATIONAL INSTITUTES,3,3,1,3
1837,Sri Chaitanya Junior College ,ACADEMY OF MATHEMATICS AND STATISTICS,2,3,4,4
1838,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,DR. LAKSHMAIAH IAS STUDY CIRCLE,4,4,5,5
1839,Alpha Gamma Sigma Junior College,CONDUIRA EDUCATION & TRAINING SERVICES PVT. LTD.,1,1,3,1
1840,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,SKILL WORLD COMPUTERS,3,3,3,5
1841,SDHR Junior & Degree & Pg College ,BANKER'S ADDA,1,2,1,6
1842,S V Defence Academy,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),4,3,5,6
1843,Accord School,NIIT,3,4,5,6
1844,Akshara High School,IGNITE ACADEMY,4,1,2,6
1845,Nri Academy,JB INSTITUTE FOR COMPETITVE EXAMS,3,2,3,2
1846,SDHR Junior & Degree & Pg College ,SHINE IAS STUDY CIRCLE,2,3,4,2
1847,Sri Padmavathi Women's Junior College ,ELITE POLYTECHNIC & APRJC COACHING CENTRE,4,2,1,3
1848,Ashwamedha Junior College & Neet Medical Academy ,RADHAKRISHNA EDUCATIONAL INSTITUTES,3,4,2,1
1849,Nri Academy,CAREER LAUNCHER,2,1,5,6
1850,Sri Chaitanya Junior College ,KSRM COACHING CENTER,4,3,4,6
1851,Anjali Junior College,TALENTSPRINT PVT. LTD,2,4,2,3
1852,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,ROLLER SPORTS COACHING CENTRE,1,2,4,5
1853,Nri Academy,SKILL WORLD COMPUTERS,4,4,3,2
1854,Nri Academy,MY CAREER POINT,3,2,3,1
1855,S V Defence Academy,SRI KRISHNAVENI COACHING CENTRE,4,4,5,5
1856,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),3,2,4,1
1857,Anu Vocational Junior College,NIIT,3,2,1,1
1858,Academic Heights Public School - AHPS,BANKERS ADD,3,1,5,2
1859,Academic Heights Public School - AHPS,ROLLER SPORTS COACHING CENTRE,4,3,2,2
1860,Akshara High School,ACE ENGINEERING ACADEMY,1,2,1,4
1861,Akshra English Medium School,VIGNESH COACHING CENTRE,1,2,5,1
1862,Alpha Gamma Sigma Junior College,GURU SAI COACHING CENTER,2,4,4,5
1863,Accord School,IGNITE ACADEMY,3,4,4,6
1864,Academic Heights Public School - AHPS,SRI VISWAM COACHING CENTRE,3,1,1,2
1865,SDHR Junior & Degree & Pg College ,MAHENDRA EDUCATIONAL PVT LTD,3,2,3,5
1866,Alpha Gamma Sigma Junior College,SKILL WORLD COMPUTERS,2,2,3,5
1867,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,VIVEK COACHING CENTRE,3,4,2,1
1868,Akshara High School,GURU SAI COACHING CENTER,3,2,1,1
1869,Ashwamedha Junior College & Neet Medical Academy ,GURU SAI COACHING CENTER,4,3,2,4
1870,Ashwamedha Junior College & Neet Medical Academy ,ROLLER SPORTS COACHING CENTRE,3,2,4,4
1871,Sri Chaitanya Junior College ,POORNASAI COACHING,4,1,4,1
1872,Anu Vocational Junior College,CAREER LAUNCHER,4,4,3,5
1873,Sri Padmavathi Women's Junior College ,DR. LAKSHMAIAH IAS STUDY CIRCLE,4,1,2,4
1874,Akshra English Medium School,SAIMEDHA GATE COACHING CENTER,4,4,2,4
1875,Sri Padmavathi Women's Junior College ,BANKERS ADD,1,2,3,5
1876,Arunodaya High School,EMINENT COACHING CENTRE,4,4,1,6
1877,Anjali Junior College,DR. LAKSHMAIAH IAS STUDY CIRCLE,4,1,2,1
1878,S V Defence Academy,ACE ENGINEERING ACADEMY,4,1,2,2
1879,S V Defence Academy,TALENTSPRINT PVT. LTD,4,3,2,3
1880,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,BANKER'S ADDA,1,3,4,4
1881,SDHR Junior & Degree & Pg College ,SREEDHAR'S CCE,3,1,2,5
1882,Anjali Junior College,SAIMEDHA EDUCATIONAL INSTITUTE,1,2,4,5
1883,Sri Chaitanya Junior College ,SAIMEDHA EDUCATIONAL INSTITUTE,2,4,5,3
1884,Akshra English Medium School,VIVEK COACHING CENTRE,2,4,1,6
1885,Accord School,BANKERS ADD,4,4,4,3
1886,Akshra English Medium School,ROLLER SPORTS COACHING CENTRE,3,3,2,6
1887,Akshra English Medium School,KSRM COACHING CENTER,1,4,2,5
1888,Akshra English Medium School,SREEDHAR'S CCE,4,4,1,5
1889,Sri Chaitanya Junior College ,VIVEK COACHING CENTRE,3,4,2,3
1890,S V Defence Academy,ACADEMY OF MATHEMATICS AND STATISTICS,1,1,1,5
1891,S V Defence Academy,SKILL WORLD COMPUTERS,3,3,4,4
1892,Akshra English Medium School,DAMS SKY,3,3,3,6
1893,Accord School,SRI KRISHNAVENI COACHING CENTRE,1,3,3,2
1894,Sri Chaitanya Junior College ,IGNITE ACADEMY,1,2,1,3
1895,Akshra English Medium School,SAIMEDHA GATE COACHING CENTER,4,4,1,2
1896,Anu Vocational Junior College,POORNASAI COACHING,3,1,3,4
1897,Anu Vocational Junior College,AAKASH INSTITUTE OF MEDICAL IIT - JEE,4,2,3,1
1898,Narayana Junior College,GURU SAI COACHING CENTER,2,1,3,3
1899,Narayana Junior College,IGNITE ACADEMY,1,2,1,4
1900,Accord School,RADHAKRISHNA EDUCATIONAL INSTITUTES,2,1,4,3
1901,Anjali Junior College,CONDUIRA EDUCATION & TRAINING SERVICES PVT. LTD.,4,2,5,1
1902,S V Defence Academy,DR. LAKSHMAIAH IAS STUDY CIRCLE,1,1,3,5
1903,Akshara High School,KARTHIK INSTITUTE OF POLICE COACHING,2,4,5,3
1904,Ashwamedha Junior College & Neet Medical Academy ,KARTHIK INSTITUTE OF POLICE COACHING,1,2,1,3
1905,Academic Heights Public School - AHPS,POORNASAI COACHING,4,4,4,5
1906,Sri Padmavathi Women's Junior College ,JB INSTITUTE FOR COMPETITVE EXAMS,2,3,3,1
1907,SDHR Junior & Degree & Pg College ,SAIMEDHA EDUCATIONAL INSTITUTE,3,2,2,2
1908,Accord School,PANDITHA SUDHA COACHING CENTRE,2,3,3,6
1909,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,MY CAREER POINT,3,4,1,5
1910,Sri Padmavathi Women's Junior College ,GURU SAI COACHING CENTER,1,2,1,5
1911,Arunodaya High School,MY CAREER POINT,1,4,1,6
1912,Anu Vocational Junior College,MAHENDRA EDUCATIONAL PVT LTD,2,3,5,6
1913,Ashwamedha Junior College & Neet Medical Academy ,BHARATH DEFENCE COACHING CENTRE,4,1,3,6
1914,Akshra English Medium School,TALENTSPRINT PVT. LTD,3,3,3,2
1915,Arunodaya High School,VIVEK COACHING CENTRE,1,3,3,5
1916,Narayana Junior College,MAHENDRA EDUCATIONAL PVT LTD,4,2,5,4
1917,Sri Chaitanya Junior College ,JB INSTITUTE FOR COMPETITVE EXAMS,4,1,5,5
1918,Accord School,JB INSTITUTE FOR COMPETITVE EXAMS,2,2,4,2
1919,Accord School,SAIMEDHA GATE COACHING CENTER,1,1,3,3
1920,Sri Chaitanya Junior College ,MAHENDRA EDUCATIONAL PVT LTD,1,2,2,2
1921,Arunodaya High School,RADHAKRISHNA EDUCATIONAL INSTITUTES,4,4,4,4
1922,Alpha Gamma Sigma Junior College,BANKER'S ADDA,2,4,5,6
1923,Akshara High School,SRI KRISHNAVENI COACHING CENTRE,3,4,3,6
1924,Sri Chaitanya Junior College ,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),3,4,5,1
1925,Anu Vocational Junior College,BANKER'S ADDA,2,1,2,5
1926,S V Defence Academy,MAHENDRA EDUCATIONAL PVT LTD,3,2,1,3
1927,Nri Academy,SREEDHAR'S CCE,1,4,1,3
1928,Academic Heights Public School - AHPS,IGNITE ACADEMY,1,3,5,1
1929,Sri Padmavathi Women's Junior College ,JB INSTITUTE FOR COMPETITVE EXAMS,4,3,4,3
1930,Anu Vocational Junior College,MAHENDRA EDUCATIONAL PVT LTD,2,3,1,6
1931,Arunodaya High School,C L CAREER LAUNCHER,1,3,4,4
1932,Arunodaya High School,ACE ENGINEERING ACADEMY,2,3,1,6
1933,SDHR Junior & Degree & Pg College ,MAHENDRA EDUCATIONAL PVT LTD,2,3,1,2
1934,Narayana Junior College,SREEDHAR'S CCE,1,1,2,5
1935,Accord School,MY CAREER POINT,3,4,1,3
1936,S V Defence Academy,MY CAREER POINT,4,2,3,6
1937,S V Defence Academy,SRI VISWAM COACHING CENTRE,2,2,3,1
1938,Alpha Gamma Sigma Junior College,MY CAREER POINT,3,4,2,4
1939,Anu Vocational Junior College,EMINENT COACHING CENTRE,4,1,3,6
1940,Ashwamedha Junior College & Neet Medical Academy ,ACADEMY OF MATHEMATICS AND STATISTICS,2,1,1,2
1941,Alpha Gamma Sigma Junior College,POORNASAI COACHING,1,2,1,4
1942,Akshara High School,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),2,1,1,1
1943,S V Defence Academy,SRI VISWAM COACHING CENTRE,1,2,1,1
1944,Academic Heights Public School - AHPS,ACADEMY OF MATHEMATICS AND STATISTICS,3,3,3,4
1945,Alpha Gamma Sigma Junior College,SRI VISWAM COACHING CENTRE,1,1,2,3
1946,Anu Vocational Junior College,CAREER LAUNCHER,2,2,5,2
1947,Sri Chaitanya Junior College ,SAIMEDHA GATE COACHING CENTER,2,3,5,2
1948,Akshara High School,SRI VISWAM COACHING CENTRE,2,3,1,4
1949,Anjali Junior College,SREEDHAR'S CCE,4,4,1,2
1950,Academic Heights Public School - AHPS,C L CAREER LAUNCHER,4,3,4,6
1951,Narayana Junior College,ROLLER SPORTS COACHING CENTRE,1,2,1,5
1952,S V Defence Academy,ACADEMY OF MATHEMATICS AND STATISTICS,3,4,1,1
1953,Ashwamedha Junior College & Neet Medical Academy ,DR. LAKSHMAIAH IAS STUDY CIRCLE,2,3,1,2
1954,Ashwamedha Junior College & Neet Medical Academy ,SRI VISWAM COACHING CENTRE,2,3,4,1
1955,Anu Vocational Junior College,KARTHIK INSTITUTE OF POLICE COACHING,3,1,5,2
1956,Ashwamedha Junior College & Neet Medical Academy ,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),3,2,1,2
1957,Narayana Junior College,BHARATH DEFENCE COACHING CENTRE,1,4,3,6
1958,Accord School,ROLLER SPORTS COACHING CENTRE,2,4,4,2
1959,Sri Padmavathi Women's Junior College ,BANKERS ADD,4,2,4,3
1960,Sri Padmavathi Women's Junior College ,SREEDHAR'S CCE,3,1,5,1
1961,Anjali Junior College,DR. LAKSHMAIAH IAS STUDY CIRCLE,1,3,3,1
1962,Sri Padmavathi Women's Junior College ,Sheker'S IAS Study Circle,2,3,4,2
1963,Sri Chaitanya Junior College ,RADHAKRISHNA EDUCATIONAL INSTITUTES,1,1,5,5
1964,Sri Chaitanya Junior College ,SREEDHAR'S CCE,1,1,4,4
1965,Anu Vocational Junior College,Sheker'S IAS Study Circle,4,1,1,6
1966,Anu Vocational Junior College,ACE ENGINEERING ACADEMY,3,1,1,1
1967,Akshara High School,GURU SAI COACHING CENTER,2,4,1,4
1968,Anu Vocational Junior College,ACE ENGINEERING ACADEMY,2,2,1,4
1969,Academic Heights Public School - AHPS,DAMS SKY,1,3,4,2
1970,Akshara High School,KARTHIK INSTITUTE OF POLICE COACHING,4,4,5,4
1971,Narayana Junior College,MAHENDRA EDUCATIONAL PVT LTD,1,3,5,6
1972,Sri Chaitanya Junior College ,C L CAREER LAUNCHER,3,2,3,1
1973,Anu Vocational Junior College,SRI VISWAM COACHING CENTRE,4,3,3,4
1974,Academic Heights Public School - AHPS,CAREER LAUNCHER,2,4,5,5
1975,Alpha Gamma Sigma Junior College,VIGNESH COACHING CENTRE,4,2,4,3
1976,S V Defence Academy,SHINE IAS STUDY CIRCLE,1,1,3,3
1977,Arunodaya High School,ROLLER SPORTS COACHING CENTRE,2,1,5,6
1978,SDHR Junior & Degree & Pg College ,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),3,1,2,1
1979,Anjali Junior College,SKILL WORLD COMPUTERS,1,2,4,5
1980,Alpha Gamma Sigma Junior College,SAIMEDHA GATE COACHING CENTER,2,3,4,5
1981,Narayana Junior College,SHINE IAS STUDY CIRCLE,1,1,2,6
1982,Anjali Junior College,RADHAKRISHNA EDUCATIONAL INSTITUTES,1,3,1,2
1983,Nri Academy,SREEDHAR'S CCE,3,2,1,3
1984,Akshara High School,Sheker'S IAS Study Circle,4,3,5,5
1985,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,VIVEK COACHING CENTRE,2,4,4,6
1986,Arunodaya High School,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),3,4,5,6
1987,Arunodaya High School,SRI VISWAM COACHING CENTRE,2,4,4,4
1988,S V Defence Academy,Sheker'S IAS Study Circle,3,3,2,1
1989,Accord School,BHARATH DEFENCE COACHING CENTRE,1,4,3,3
1990,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,POORNASAI COACHING,2,1,5,5
1991,Ashwamedha Junior College & Neet Medical Academy ,BHARATH DEFENCE COACHING CENTRE,2,3,4,1
1992,Alpha Gamma Sigma Junior College,SREEDHAR'S CCE,3,3,4,3
1993,Academic Heights Public School - AHPS,SAIMEDHA GATE COACHING CENTER,2,4,3,3
1994,Sri Padmavathi Women's Junior College ,GURU SAI COACHING CENTER,3,3,4,1
1995,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,SAIMEDHA GATE COACHING CENTER,1,3,2,3
1996,Arunodaya High School,MY CAREER POINT,1,3,1,4
1997,Academic Heights Public School - AHPS,EMINENT COACHING CENTRE,4,2,1,3
1998,Academic Heights Public School - AHPS,CONDUIRA EDUCATION & TRAINING SERVICES PVT. LTD.,1,3,2,2
1999,Narayana Junior College,VIGNESH COACHING CENTRE,4,3,5,3
2000,Akshra English Medium School,SAIMEDHA EDUCATIONAL INSTITUTE,2,4,2,2
2001,S V Defence Academy,ACADEMY OF MATHEMATICS AND STATISTICS,4,4,1,1
2002,Accord School,PANDITHA SUDHA COACHING CENTRE,3,1,4,2
2003,SDHR Junior & Degree & Pg College ,PANDITHA SUDHA COACHING CENTRE,2,2,5,4
2004,SDHR Junior & Degree & Pg College ,PANDITHA SUDHA COACHING CENTRE,1,1,3,2
2005,Akshra English Medium School,SAIMEDHA GATE COACHING CENTER,2,1,3,1
2006,Accord School,JB INSTITUTE FOR COMPETITVE EXAMS,2,2,2,3
2007,Nri Academy,MY CAREER POINT,4,1,5,4
2008,Alpha Gamma Sigma Junior College,RADHAKRISHNA EDUCATIONAL INSTITUTES,3,4,2,5
2009,Sri Padmavathi Women's Junior College ,SRI KRISHNAVENI COACHING CENTRE,4,3,1,2
2010,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,VIVEK COACHING CENTRE,4,4,4,2
2011,SDHR Junior & Degree & Pg College ,SRI VISWAM COACHING CENTRE,2,4,2,2
2012,SDHR Junior & Degree & Pg College ,SAIMEDHA GATE COACHING CENTER,3,4,4,3
2013,SDHR Junior & Degree & Pg College ,JB INSTITUTE FOR COMPETITVE EXAMS,2,2,3,5
2014,Accord School,GURU SAI COACHING CENTER,2,2,2,6
2015,Akshara High School,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),1,3,1,6
2016,Anu Vocational Junior College,SAIMEDHA EDUCATIONAL INSTITUTE,4,1,5,2
2017,Narayana Junior College,ELITE POLYTECHNIC & APRJC COACHING CENTRE,1,3,3,2
2018,Ashwamedha Junior College & Neet Medical Academy ,DAMS SKY,1,1,4,5
2019,Alpha Gamma Sigma Junior College,Sheker'S IAS Study Circle,4,1,2,2
2020,Sri Chaitanya Junior College ,TALENTSPRINT PVT. LTD,1,2,4,1
2021,SDHR Junior & Degree & Pg College ,PANDITHA SUDHA COACHING CENTRE,3,2,1,3
2022,Akshra English Medium School,SKILL WORLD COMPUTERS,1,2,2,3
2023,Sri Padmavathi Women's Junior College ,BHARATH DEFENCE COACHING CENTRE,4,1,5,1
2024,Anjali Junior College,CAREER LAUNCHER,2,2,3,4
2025,Akshara High School,NIIT,1,1,2,2
2026,Alpha Gamma Sigma Junior College,VIGNESH COACHING CENTRE,2,4,4,1
2027,Arunodaya High School,ACADEMY OF MATHEMATICS AND STATISTICS,2,1,4,1
2028,Akshra English Medium School,MAHENDRA EDUCATIONAL PVT LTD,2,1,2,4
2029,Narayana Junior College,IGNITE ACADEMY,4,2,3,2
2030,Anu Vocational Junior College,Sheker'S IAS Study Circle,3,3,4,1
2031,Alpha Gamma Sigma Junior College,SRI VISWAM COACHING CENTRE,2,1,5,5
2032,Arunodaya High School,C L CAREER LAUNCHER,2,4,2,4
2033,Anu Vocational Junior College,JB INSTITUTE FOR COMPETITVE EXAMS,4,2,3,5
2034,Anu Vocational Junior College,SKILL WORLD COMPUTERS,2,2,3,1
2035,Akshra English Medium School,KSRM COACHING CENTER,3,1,1,6
2036,Arunodaya High School,IGNITE ACADEMY,2,1,1,3
2037,Academic Heights Public School - AHPS,CAREER LAUNCHER,2,2,5,5
2038,Anu Vocational Junior College,ELITE POLYTECHNIC & APRJC COACHING CENTRE,1,4,3,6
2039,Anjali Junior College,POORNASAI COACHING,2,3,1,2
2040,Arunodaya High School,KARTHIK INSTITUTE OF POLICE COACHING,2,1,2,4
2041,Accord School,JB INSTITUTE FOR COMPETITVE EXAMS,1,2,1,2
2042,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,VIVEK COACHING CENTRE,3,3,2,1
2043,S V Defence Academy,DR. LAKSHMAIAH IAS STUDY CIRCLE,2,3,1,1
2044,Narayana Junior College,BHARATH DEFENCE COACHING CENTRE,3,4,1,1
2045,Nri Academy,EMINENT COACHING CENTRE,4,3,4,1
2046,Nri Academy,ACADEMY OF MATHEMATICS AND STATISTICS,3,4,2,2
2047,Sri Chaitanya Junior College ,BANKERS ADD,1,1,2,5
2048,Alpha Gamma Sigma Junior College,DAMS SKY,2,3,3,2
2049,Nri Academy,DR. LAKSHMAIAH IAS STUDY CIRCLE,3,2,3,3
2050,SDHR Junior & Degree & Pg College ,SRI KRISHNAVENI COACHING CENTRE,1,2,1,6
2051,SDHR Junior & Degree & Pg College ,POORNASAI COACHING,1,4,1,5
2052,Alpha Gamma Sigma Junior College,KARTHIK INSTITUTE OF POLICE COACHING,3,2,4,4
2053,Akshara High School,ACADEMY OF MATHEMATICS AND STATISTICS,1,4,3,1
2054,Akshra English Medium School,PANDITHA SUDHA COACHING CENTRE,3,3,3,4
2055,Akshra English Medium School,SRI VISWAM COACHING CENTRE,1,1,3,4
2056,Nri Academy,ROLLER SPORTS COACHING CENTRE,3,1,3,1
2057,Arunodaya High School,BHARATH DEFENCE COACHING CENTRE,2,2,4,6
2058,Nri Academy,GURU SAI COACHING CENTER,3,1,3,3
2059,Arunodaya High School,DR. LAKSHMAIAH IAS STUDY CIRCLE,1,1,2,4
2060,Narayana Junior College,SRI KRISHNAVENI COACHING CENTRE,3,4,2,5
2061,Accord School,KARTHIK INSTITUTE OF POLICE COACHING,2,3,5,1
2062,Ashwamedha Junior College & Neet Medical Academy ,POORNASAI COACHING,2,1,3,6
2063,Anu Vocational Junior College,MAHENDRA EDUCATIONAL PVT LTD,1,2,1,5
2064,Sri Chaitanya Junior College ,CONDUIRA EDUCATION & TRAINING SERVICES PVT. LTD.,2,2,1,6
2065,Akshra English Medium School,RADHAKRISHNA EDUCATIONAL INSTITUTES,1,4,4,6
2066,Alpha Gamma Sigma Junior College,ANALYST IAS ACADEMY,2,4,3,5
2067,Anjali Junior College,KSRM COACHING CENTER,1,1,1,5
2068,Akshra English Medium School,IGNITE ACADEMY,3,1,3,4
2069,Academic Heights Public School - AHPS,SAIMEDHA GATE COACHING CENTER,1,1,1,3
2070,Akshara High School,ELITE POLYTECHNIC & APRJC COACHING CENTRE,2,4,4,1
2071,SDHR Junior & Degree & Pg College ,BANKERS ADD,4,2,1,1
2072,Arunodaya High School,VIVEK COACHING CENTRE,1,4,1,3
2073,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,MY CAREER POINT,4,4,2,6
2074,Sri Chaitanya Junior College ,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),3,3,4,3
2075,Anu Vocational Junior College,SHINE IAS STUDY CIRCLE,1,3,3,6
2076,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,TALENTSPRINT PVT. LTD,1,2,1,3
2077,Arunodaya High School,IGNITE ACADEMY,1,2,5,1
2078,Nri Academy,SRI VISWAM COACHING CENTRE,4,2,5,6
2079,Narayana Junior College,SRI KRISHNAVENI COACHING CENTRE,4,1,4,2
2080,SDHR Junior & Degree & Pg College ,IGNITE ACADEMY,2,2,2,2
2081,Akshra English Medium School,VIGNESH COACHING CENTRE,3,3,1,6
2082,Sri Padmavathi Women's Junior College ,RADHAKRISHNA EDUCATIONAL INSTITUTES,3,1,3,2
2083,Narayana Junior College,MY CAREER POINT,4,3,2,4
2084,SDHR Junior & Degree & Pg College ,ACADEMY OF MATHEMATICS AND STATISTICS,1,1,5,4
2085,Alpha Gamma Sigma Junior College,C L CAREER LAUNCHER,3,1,4,4
2086,Anu Vocational Junior College,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),4,4,3,3
2087,SDHR Junior & Degree & Pg College ,SHINE IAS STUDY CIRCLE,2,3,1,1
2088,Anjali Junior College,AAKASH INSTITUTE OF MEDICAL IIT - JEE,4,1,5,2
2089,Sri Chaitanya Junior College ,ELITE POLYTECHNIC & APRJC COACHING CENTRE,4,1,3,5
2090,Academic Heights Public School - AHPS,VIGNESH COACHING CENTRE,4,1,2,1
2091,Akshara High School,KARTHIK INSTITUTE OF POLICE COACHING,1,3,4,2
2092,Academic Heights Public School - AHPS,ROLLER SPORTS COACHING CENTRE,3,2,3,3
2093,Sri Padmavathi Women's Junior College ,GURU SAI COACHING CENTER,3,4,3,2
2094,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,ACE ENGINEERING ACADEMY,1,4,1,5
2095,Nri Academy,POORNASAI COACHING,4,2,5,5
2096,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,CONDUIRA EDUCATION & TRAINING SERVICES PVT. LTD.,1,4,5,5
2097,Anjali Junior College,DR. LAKSHMAIAH IAS STUDY CIRCLE,3,2,2,4
2098,Sri Chaitanya Junior College ,C L CAREER LAUNCHER,1,3,3,3
2099,Akshra English Medium School,VIGNESH COACHING CENTRE,1,1,1,5
2100,Sri Padmavathi Women's Junior College ,SHINE IAS STUDY CIRCLE,1,2,3,6
2101,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,VIGNESH COACHING CENTRE,3,4,1,2
2102,Academic Heights Public School - AHPS,IGNITE ACADEMY,1,4,4,1
2103,Nri Academy,ROLLER SPORTS COACHING CENTRE,3,3,5,1
2104,Narayana Junior College,CAREER LAUNCHER,2,3,4,6
2105,Nri Academy,ELITE POLYTECHNIC & APRJC COACHING CENTRE,4,2,3,2
2106,Accord School,DAMS SKY,3,4,2,6
2107,SDHR Junior & Degree & Pg College ,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),3,2,3,5
2108,Accord School,JB INSTITUTE FOR COMPETITVE EXAMS,4,4,5,3
2109,S V Defence Academy,SRI KRISHNAVENI COACHING CENTRE,3,4,1,6
2110,Accord School,POORNASAI COACHING,2,4,2,5
2111,Sri Chaitanya Junior College ,CONDUIRA EDUCATION & TRAINING SERVICES PVT. LTD.,1,4,5,4
2112,Anu Vocational Junior College,POORNASAI COACHING,4,3,1,2
2113,S V Defence Academy,Sheker'S IAS Study Circle,4,4,4,5
2114,Narayana Junior College,IGNITE ACADEMY,3,3,1,4
2115,Accord School,ANALYST IAS ACADEMY,2,3,2,4
